toko_id,Page_URL,Title,Harga,Rating,Review,Alamat,No_Telp,Phone_Numb,Phone_Num,Latitude,Longitude,type,jenis
174,"https://www.google.com/maps/place/Soto+Daging+Sapi+Pak+Ngatimo/@-7.8226455,110.3569324,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57191b290fd9:0xdb888e0f5fa46e9c!8m2!3d-7.8226455!4d110.3569324!16s%2Fg%2F11m_zjqqmh?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Daging Sapi Pak Ngatimo,Rp 1–25.000,4.7,49,"Jl. Minggiran No.61A, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141",,"59G4+WQ Suryodiningratan, Kota Yogyakarta, Daerah Istimewa Yogyakarta","
59G4+WQ Suryodiningratan, Kota Yogyakarta, Daerah Istimewa Yogyakarta",-7.8226455,110.3569324,berat,soto
175,"https://www.google.com/maps/place/Soto+Daging+Sapi+Bu+Pujo+%EA%A6%B1%EA%A6%BA%EA%A6%B4%EA%A6%A0%EA%A6%BA%EA%A6%B4%EA%A6%A3%EA%A6%92%EA%A6%B6%EA%A6%81%EA%A6%B1%EA%A6%A5%EA%A6%B6%EA%A6%A7%EA%A6%B8%EA%A6%A5%EA%A6%B8%EA%A6%97%EA%A6%BA%EA%A6%B4/@-7.7991292,110.3677471,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a578630c7b56f:0x5898899889b94a98!8m2!3d-7.7991292!4d110.3677471!16s%2Fg%2F11cr_kb7nv?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Daging Sapi Bu Pujo ꦱꦺꦴꦠꦺꦴꦣꦒꦶꦁꦱꦥꦶꦧꦸꦥꦸꦗꦺꦴ,Rp 1–25.000,4.3,202,"Ps. Beringharjo, Jl. Pabringan No.17, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",0813-9444-4515,,,-7.7991292,110.3677471,berat,soto
176,"https://www.google.com/maps/place/Soto+Ayam+Pak+Goceng/@-7.8146624,110.3864703,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5773a7fc87a9:0x53c497138ce947fb!8m2!3d-7.8146624!4d110.3864703!16s%2Fg%2F11c0rp08vn?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Ayam Pak Goceng,Rp 1–25.000,4.5,160,"Jl. Pandeyan No.23, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161",0821-5554-1516,0821-5554-1516,"
0821-5554-1516",-7.8146624,110.3864703,berat,soto
177,"https://www.google.com/maps/place/Soto+Seger+Pak+Mek/@-7.8200218,110.3700689,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a578f76fa8acb:0x7fd2e5e229a15780!8m2!3d-7.8200218!4d110.3700689!16s%2Fg%2F11m_lrd6mq?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Seger Pak Mek,Rp 1–25.000,4.9,39,"Jl.prawirotaman 2 MG 3 /644, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",,,,-7.8200218,110.3700689,berat,soto
178,"https://www.google.com/maps/place/Soto+Ayam+Lenthok+Pak+Gareng/@-7.7888658,110.3664362,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a582586b853bd:0x7460746133eea96!8m2!3d-7.7888658!4d110.3664362!16s%2Fg%2F11bc96ddpr?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Ayam Lenthok Pak Gareng,Rp 1–25.000,4.5,302,"6968+FH3, Jl. P. Mangkubumi, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",,,,-7.7888658,110.3664362,berat,soto
179,"https://www.google.com/maps/place/Soto+Tauco+Pekalongan+%22Bu+Iswi%22/@-7.8244344,110.3903308,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5912fda1e3ab:0x5f5b5f4bc6567884!8m2!3d-7.8244344!4d110.3903308!16s%2Fg%2F11jx2m9dtl?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D","Soto Tauco Pekalongan ""Bu Iswi""",Rp 1–25.000,4.6,58,"Jl. Pramuka No.42, Giwangan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55281",0896-0389-5838,,,-7.8244344,110.3903308,berat,soto
180,"https://www.google.com/maps/place/Soto+ayam+lenthok+Pak+Yono+2/@-7.7921285,110.3734481,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a582bc48477e5:0x30a34dd0f78fd397!8m2!3d-7.7921285!4d110.3734481!16s%2Fg%2F11ckw28mhf?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto ayam lenthok Pak Yono 2,Rp 1–25.000,4.5,121,"Jl. Hayam Wuruk, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",0838-4079-0004,,,-7.7921285,110.3734481,berat,soto
181,"https://www.google.com/maps/place/Soto+Sulung+Pak+Bedjo(%EA%A6%B1%EA%A6%BA%EA%A6%B4%EA%A6%A0%EA%A6%BA%EA%A6%B4%EA%A6%B1%EA%A6%B8%EA%A6%AD%EA%A6%B8%EA%A6%81%EA%A6%A5%EA%A6%8F%EA%A7%80%EA%A6%A7%EA%A6%BC%EA%A6%A3%EA%A7%80%EA%A6%97%EA%A6%BA%EA%A6%B4)/@-7.7783151,110.3758918,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a599f158c8403:0xc59a7f0320ea33ab!8m2!3d-7.7783151!4d110.3758918!16s%2Fg%2F11tx5fhfgj?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Sulung Pak Bedjo(ꦱꦺꦴꦠꦺꦴꦱꦸꦭꦸꦁꦥꦏ꧀ꦧꦼꦣ꧀ꦗꦺꦴ),Rp 1–25.000,4.8,30,"Jl. Cik Di Tiro No.36-18, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",0878-3868-2826,0878-3868-2826,"
0878-3868-2826",-7.7783151,110.3758918,berat,soto
182,"https://www.google.com/maps/place/Soto+Sokaraja+%22Sha%22+Khas+Banyumas/@-7.8275332,110.3987511,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5719a8dd0ab1:0xf7edddf57924d5d8!8m2!3d-7.8275332!4d110.3987511!16s%2Fg%2F11f15mq9rh?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D","Soto Sokaraja ""Sha"" Khas Banyumas",Rp 1–25.000,4.8,50,"Jl. Mondorakan No.75, Prenggan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55172",,"59CX+XG Prenggan, Kota Yogyakarta, Daerah Istimewa Yogyakarta","
59CX+XG Prenggan, Kota Yogyakarta, Daerah Istimewa Yogyakarta",-7.8275332,110.3987511,berat,soto
183,"https://www.google.com/maps/place/Warung+Soto+Babat+Bu+Mulyono/@-7.868469,110.3379471,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a561b43e94695:0x18bbbfedded14c4f!8m2!3d-7.868469!4d110.3379471!16s%2Fg%2F11btn1ds6r?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Warung Soto Babat Bu Mulyono,Rp 1–25.000,4.5,975,"Jl. Bantul No.9, Area Sawah, Pendowoharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55186",0856-4715-1381,,,-7.868469,110.3379471,berat,soto
184,"https://www.google.com/maps/place/SOTO+SEGERR...+Ny.+Lien/@-7.7788993,110.3688579,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5909819237bf:0x5d073df199ca288a!8m2!3d-7.7788993!4d110.3688579!16s%2Fg%2F11j6cw30lh?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",SOTO SEGERR... Ny. Lien,Rp 1–25.000,4.7,18,"Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",,Pesan,"
Pesan",-7.7788993,110.3688579,berat,soto
185,"https://www.google.com/maps/place/Soto+Ayam+Depan+Pasar+Kranggan+Yogyakarta/@-7.7827718,110.3649746,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a583a56ac5503:0x15b2f7a800854875!8m2!3d-7.7827718!4d110.3649746!16s%2Fg%2F11cp1v9fgf?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Ayam Depan Pasar Kranggan Yogyakarta,Rp 1–25.000,4.3,37,"6987+VXX, Jl. Pangeran Diponegoro, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",,,,-7.7827718,110.3649746,berat,soto
186,"https://www.google.com/maps/place/Soto+Ayam+Pak+Gareng+Tugu/@-7.788802,110.366372,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a596b9e9cce01:0x91cb8241fd650e5b!8m2!3d-7.788802!4d110.366372!16s%2Fg%2F11g_zd8k8y?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Ayam Pak Gareng Tugu,Rp 1–25.000,4.5,64,"Jl. Margo Utomo No.3b, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",,"6968+FG Sosromenduran, Kota Yogyakarta, Daerah Istimewa Yogyakarta","
6968+FG Sosromenduran, Kota Yogyakarta, Daerah Istimewa Yogyakarta",-7.788802,110.366372,berat,soto
187,"https://www.google.com/maps/place/Soto+Sulung%EA%A7%8B%EA%A6%B1%EA%A6%BA%EA%A6%B4%EA%A6%A0%EA%A6%BA%EA%A6%B4%EA%A6%B1%EA%A6%B8%EA%A6%AD%EA%A6%B8%EA%A6%81/@-7.8177176,110.3888205,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a570c92626bdd:0xcc9f2b8cb4284e66!8m2!3d-7.8177176!4d110.3888205!16s%2Fg%2F11bc7n9dbm?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Sulung꧋ꦱꦺꦴꦠꦺꦴꦱꦸꦭꦸꦁ,Rp 1–25.000,4.4,99,"Jl. Perintis Kemerdekaan No.20, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161",,(0274) 382182,"
(0274) 382182",-7.8177176,110.3888205,berat,soto
188,"https://www.google.com/maps/place/Warung+Soto+Ayam+Kari+Pak+Pono/@-7.8241135,110.3649611,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57bb1e8b4dc5:0x35f6bb9592864a36!8m2!3d-7.8241135!4d110.3649611!16s%2Fg%2F1hm1_n4cp?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Warung Soto Ayam Kari Pak Pono,Rp 1–25.000,4.5,425,"Jl. Jogokaryan No.39 A, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",0822-8282-82828,0822-8282-82828,"
0822-8282-82828",-7.8241135,110.3649611,berat,soto
189,"https://www.google.com/maps/place/Soto+Ayam+Jawa+dahar+ngunjuk+seger+waras%EA%A7%8B%EA%A6%B1%EA%A6%BA%EA%A6%B4%EA%A6%A0%EA%A6%BA%EA%A6%B4%EA%A6%84%EA%A6%AA%EA%A6%A9%EA%A7%80%EA%A6%97%EA%A6%AE%EA%A6%A3%EA%A6%B2%EA%A6%82%EA%A6%94%EA%A6%B8%EA%A6%9A%EA%A7%80%EA%A6%97%EA%A6%B8%EA%A6%8F%EA%A7%80%EA%A6%B1%EA%A6%BC%EA%A6%92%EA%A6%BC%EA%A6%82%EA%A6%AE%EA%A6%AB%EA%A6%B1%EA%A7%80/@-7.821191,110.3730228,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5769e67d562b:0xb462c437175131df!8m2!3d-7.821191!4d110.3730228!16s%2Fg%2F11pkfgkxt8?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Ayam Jawa dahar ngunjuk seger waras꧋ꦱꦺꦴꦠꦺꦴꦄꦪꦩ꧀ꦗꦮꦣꦲꦂꦔꦸꦚ꧀ꦗꦸꦏ꧀ꦱꦼꦒꦼꦂꦮꦫꦱ꧀,Rp 1–25.000,4.6,80,"Jl. Sisingamangaraja No.102, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",,"59HF+G6 Brontokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta","
59HF+G6 Brontokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta",-7.821191,110.3730228,berat,soto
190,"https://www.google.com/maps/place/Soto+Silir/@-7.8230113,110.3594171,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5728fdd45813:0xedce75a9833fdb12!8m2!3d-7.8230113!4d110.3594171!16s%2Fg%2F11j0qw0vp7?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Silir,Rp 1–25.000,4.6,80,"Jl. Minggiran No.16, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141",0818-0419-4420,0818-0419-4420,"
0818-0419-4420",-7.8230113,110.3594171,berat,soto
191,"https://www.google.com/maps/place/Soto+Ayam+Kampung+Pak+Krisna%EA%A7%8B%EA%A6%B1%EA%A6%BA%EA%A6%B4%EA%A6%A0%EA%A6%BA%EA%A6%B4%EA%A6%84%EA%A6%AA%EA%A6%A9%EA%A7%80%EA%A6%8F%EA%A6%A9%EA%A7%80%EA%A6%A5%EA%A6%B8%EA%A6%81%EA%A6%A5%EA%A6%8F%EA%A7%80%EA%A6%8F%EA%A6%BF%EA%A6%B6%EA%A6%B1%EA%A7%80%EA%A6%A4/@-7.8240263,110.3636755,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57bb07134275:0xfaa7457fc87c5d7!8m2!3d-7.8240263!4d110.3636755!16s%2Fg%2F11gbk51srt?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Ayam Kampung Pak Krisna꧋ꦱꦺꦴꦠꦺꦴꦄꦪꦩ꧀ꦏꦩ꧀ꦥꦸꦁꦥꦏ꧀ꦏꦿꦶꦱ꧀ꦤ,Rp 1–25.000,4.7,69,"Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",,"59G7+9F Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta","
59G7+9F Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta",-7.8240263,110.3636755,berat,soto
192,"https://www.google.com/maps/place/Soto+Ayam+Lenthok+Pak+Gun/@-7.8035827,110.3667361,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a573e8d65ff71:0xa4a2e7e0876a99d3!8m2!3d-7.8035827!4d110.3667361!16s%2Fg%2F11lldh4c_d?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Ayam Lenthok Pak Gun,Rp 1–25.000,4.6,58,"Jl. Ibu Ruswo No.16, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121",0813-9302-9012,0813-9302-9012,"
0813-9302-9012",-7.8035827,110.3667361,berat,soto
193,"https://www.google.com/maps/place/SOTO+PENDOWO+spesial+Ayam+Kampung/@-7.7736999,110.3613488,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a58472fc0f9c7:0x63fbe843c217c93b!8m2!3d-7.7736999!4d110.3613488!16s%2Fg%2F11bxg8ff25?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",SOTO PENDOWO spesial Ayam Kampung,Rp 1–25.000,4.4,91,"69G6+GGH, Karangwaru, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55242",,,,-7.7736999,110.3613488,berat,soto
194,"https://www.google.com/maps/place/Soto+%26+Es+Kopyor+%22Giri+Putro+H.Atemo''/@-7.8531119,110.3423653,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a56233d944161:0x6774345698791611!8m2!3d-7.8531119!4d110.3423653!16s%2Fg%2F11b6lls1jr?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D","Soto & Es Kopyor ""Giri Putro H.Atemo''",Rp 1–25.000,4.4,614,"JL. Bantul Km. 7 Sebapang Pendowoharjo Sewon Bantul, Monggang, Pendowoharjo, Kec. Sewon, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55142",,(0274) 6466241,"
(0274) 6466241",-7.8531119,110.3423653,berat,soto
195,"https://www.google.com/maps/place/Soto+Daging+Sapi+Pak+Man/@-7.8083207,110.354335,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57ed34de3e43:0x4743eb1ed28747!8m2!3d-7.8083207!4d110.354335!16s%2Fg%2F11g0w2d13s?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Daging Sapi Pak Man,Rp 1–25.000,4.4,47,"Jl. Letjen S.Parman No.40, Notoprajan, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55251",0882-1609-8239,0882-1609-8239,"
0882-1609-8239",-7.8083207,110.354335,berat,soto
196,"https://www.google.com/maps/place/Warung+Soto+Lotek+Pojok/@-7.7753909,110.3723112,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5836013fe19b:0x79775db088376483!8m2!3d-7.7753909!4d110.3723112!16s%2Fg%2F11b6206hh2?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Warung Soto Lotek Pojok,Rp 1–25.000,4.6,157,"69FC+RWV, Jl. DR. Sardjito, Blimbing Sari, Caturtunggal, Kec. Depok, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",0818-0267-0566,0818-0267-0566,"
0818-0267-0566",-7.7753909,110.3723112,berat,soto
197,"https://www.google.com/maps/place/Soto+Taman+Sari+Yogya/@-7.8080793,110.3540868,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57ed485bf1e1:0x5ae48d2e4d5be346!8m2!3d-7.8080793!4d110.3540868!16s%2Fg%2F11dz0j5pbh?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Taman Sari Yogya,Rp 1–25.000,4.3,47,"Jl. Letjen S.Parman No.38, Notoprajan, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55251",,"59R3+QJ Notoprajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta","
59R3+QJ Notoprajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta",-7.8080793,110.3540868,berat,soto
198,"https://www.google.com/maps/place/Soto+Lenthok+Pak+Sadari/@-7.7964402,110.3724871,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5780b2ad04f3:0x88f31a0854149574!8m2!3d-7.7964402!4d110.3724871!16s%2Fg%2F11c6w0r3_p?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Lenthok Pak Sadari,Rp 1–25.000,4.3,97,"Jl. Hayam Wuruk No.5, Bausasran, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",,,,-7.7964402,110.3724871,berat,soto
199,"https://www.google.com/maps/place/SOTO+DAGING+SAPI+%26+AYAM+SOR+WARU/@-7.7977596,110.3565778,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a578a936d93fb:0x7911ee4fd4a794c9!8m2!3d-7.7977596!4d110.3565778!16s%2Fg%2F11ggqtdgsg?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",SOTO DAGING SAPI & AYAM SOR WARU,Rp 1–25.000,4.5,34,"Jl. Letjen Suprapto No.50, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261",0818-0278-2087,,,-7.7977596,110.3565778,berat,soto
200,"https://www.google.com/maps/place/Soto+Surabaya+(%EA%A6%B1%EA%A6%BA%EA%A6%B4%EA%A6%A0%EA%A6%BA%EA%A6%B4%EA%A6%B1%EA%A6%B8%EA%A6%AB%EA%A6%A7%EA%A6%AA)/@-7.7973876,110.3777615,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5749f1c46015:0x2aeb2dcd708ab0df!8m2!3d-7.7973876!4d110.3777615!16s%2Fg%2F11p9mwyqkf?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Surabaya (ꦱꦺꦴꦠꦺꦴꦱꦸꦫꦧꦪ),Rp 1–25.000,4.7,12,"Jl. Gayam No.4, Baciro, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55225",,"693H+24 Baciro, Kota Yogyakarta, Daerah Istimewa Yogyakarta","
693H+24 Baciro, Kota Yogyakarta, Daerah Istimewa Yogyakarta",-7.7973876,110.3777615,berat,soto
201,"https://www.google.com/maps/place/Warung+Soto+Pak+Yanto+Suryodiningratan/@-7.821189,110.3564976,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57ed5a559c2f:0xb562b07a3c7dd4eb!8m2!3d-7.821189!4d110.3564976!16s%2Fg%2F11hg402d1g?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Warung Soto Pak Yanto Suryodiningratan,Rp 1–25.000,4.8,36,"RT33, Jl. Minggiran, RW.09, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141",,"59H4+GH Suryodiningratan, Kota Yogyakarta, Daerah Istimewa Yogyakarta","
59H4+GH Suryodiningratan, Kota Yogyakarta, Daerah Istimewa Yogyakarta",-7.821189,110.3564976,berat,soto
202,"https://www.google.com/maps/place/Soto+Nglaras+Raos/@-7.807072,110.3455833,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57f02b82ca69:0xdd6eecdfb63fae1a!8m2!3d-7.807072!4d110.3455833!16s%2Fg%2F11b620zn_7?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Nglaras Raos,Rp 1–25.000,4.5,106,"Jl. Patangpuluhan No.42, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55251",,"58VW+56 Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta","
58VW+56 Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta",-7.807072,110.3455833,berat,soto
203,"https://www.google.com/maps/place/Soto+Ayam+Pak+Min+1+%EA%A7%8B%EA%A6%B1%EA%A6%BA%EA%A6%B4%EA%A6%A0%EA%A6%BA%EA%A6%B4%EA%A6%84%EA%A6%AA%EA%A6%A9%EA%A7%80%EA%A6%A5%EA%A6%8F%EA%A7%80%EA%A6%A9%EA%A6%B6%EA%A6%A4%EA%A7%80%EA%A7%87%EA%A7%91%EA%A7%87/@-7.8216398,110.3796467,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57bf006c27e7:0x61a904927fc6b1ea!8m2!3d-7.8216398!4d110.3796467!16s%2Fg%2F11fmmvr_h6?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Ayam Pak Min 1 ꧋ꦱꦺꦴꦠꦺꦴꦄꦪꦩ꧀ꦥꦏ꧀ꦩꦶꦤ꧀꧇꧑꧇,Rp 1–25.000,4.6,101,"Jl. Pakel Baru Selatan No.13, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55162",0821-3928-9191,0821-3928-9191,"
0821-3928-9191",-7.8216398,110.3796467,berat,soto
204,"https://www.google.com/maps/place/Soto+Jogja+Mbak+Eni/@-7.8126563,110.3537015,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57eb5aeed41d:0x35f6d17a91925e19!8m2!3d-7.8126563!4d110.3537015!16s%2Fg%2F11bbyhl_yc?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Jogja Mbak Eni,Rp 1–25.000,4.3,61,"Jl. Sugeng Jeroni No.35, Gedongkiwo, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55142",0856-2876-123,0856-2876-123,"
0856-2876-123",-7.8126563,110.3537015,berat,soto
205,"https://www.google.com/maps/place/Soto+Ayam+Lenthok+Pak+Gun+2/@-7.8039255,110.3510621,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a59a80fef5893:0x95d34ebffbdaebf2!8m2!3d-7.8039255!4d110.3510621!16s%2Fg%2F11ptv_3kdq?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",Soto Ayam Lenthok Pak Gun 2,Rp 1–25.000,4.9,24,"Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253",,"59W2+CC Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta","
59W2+CC Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta",-7.8039255,110.3510621,berat,soto
206,"https://www.google.com/maps/place/Soto+dan+Bakso+%22Kembar+Rasa%22/@-7.8049133,110.3828929,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5779dcd8dfd1:0x5e8d0a769cec5db1!8m2!3d-7.8049133!4d110.3828929!16s%2Fg%2F11f0_c_038?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D","Soto dan Bakso ""Kembar Rasa""",Rp 1–25.000,4.7,294,"59WM+25J, Tahunan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55167",,,,-7.8049133,110.3828929,berat,soto
