toko_id,Page_URL,Title,Harga,Rating,Review,Alamat,No_Telp,Phone_Numb,Phone_Num,Latitude,Longitude,type,jenis
0,"https://www.google.com/maps/place/Gudeg+Permata+Bu+Narti/@-7.8011863,110.373194,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57814f2e420b:0x301ea11da2471e74!8m2!3d-7.8011863!4d110.373194!16s%2Fg%2F1pzr719ts?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Permata Bu Narti,Rp 25–50 rb,4.5,3794,"Jl. Gajah Mada No.2, Gunungketur, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55111",,(0274) 553853,"
(0274) 553853",-7.8011863,110.373194,berat,gudeg
1,"https://www.google.com/maps/place/Gudeg+Mercon+Pasar+Sentul/@-7.8018441,110.3770897,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57d4963fa8a1:0x927e59a36844abad!8m2!3d-7.8018441!4d110.3770897!16s%2Fg%2F11rxl3q67v?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Mercon Pasar Sentul,Rp 1–25.000,4.6,290,"Jl. Sultan Agung, Gunungketur, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55111",0882-9332-1604,,,-7.8018441,110.3770897,berat,gudeg
2,"https://www.google.com/maps/place/Gudeg+Yu+Djum+Wijilan+31/@-7.8049362,110.3667234,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5785603eda9d:0x16f04554efd6de70!8m2!3d-7.8049362!4d110.3667234!16s%2Fg%2F11gf5l6zpg?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Yu Djum Wijilan 31,Rp 25–50 rb,4.5,1137,"Jl. Wijilan No.31, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",0813-3303-4747,,,-7.8049362,110.3667234,berat,gudeg
3,"https://www.google.com/maps/place/Gudeg+Yu+Djum+Wijilan+167/@-7.8045659,110.3667533,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a574135fe1069:0x38ddc01ac0a38eec!8m2!3d-7.8045659!4d110.3667533!16s%2Fg%2F11jcn6w9cl?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Yu Djum Wijilan 167,Rp 25–50 rb,4.5,604,"Jl. Wijilan No.167, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",0821-3869-7888,,,-7.8045659,110.3667533,berat,gudeg
4,"https://www.google.com/maps/place/Gudeg+Wijilan+Bu+Lies+2/@-7.8042287,110.3667,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a578f8aaac5d5:0xf66bf00b6e133d67!8m2!3d-7.8042287!4d110.3667!16s%2Fg%2F11b72rbj0b?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Wijilan Bu Lies 2,Rp 25–50 rb,4.4,3770,"Jl. Wijilan No.5, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",0877-3869-1803,,,-7.8042287,110.3667,berat,gudeg
5,"https://www.google.com/maps/place/Gudeg+Wijilan+Bu+Hj.+Rini/@-7.8043545,110.3667744,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a578560105b6f:0x26a8f977361fe38a!8m2!3d-7.8043545!4d110.3667744!16s%2Fg%2F1hm6hjn15?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Wijilan Bu Hj. Rini,Rp 25–50 rb,4.5,1166,"Jl. Wijilan No.7, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",0857-4236-3844,,,-7.8043545,110.3667744,berat,gudeg
6,"https://www.google.com/maps/place/Gudeg+Bu+is+asli+Wijilan/@-7.8043931,110.3666903,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57733fa6f4d3:0x5ac63d78ae04b60b!8m2!3d-7.8043931!4d110.3666903!16s%2Fg%2F11sv8vm5q7?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Bu is asli Wijilan,Rp 25–50 rb,4.7,171,"Jl. Wijilan No.7, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",0877-3892-0614,,,-7.8043931,110.3666903,berat,gudeg
7,"https://www.google.com/maps/place/Gudeg+Yu+Djum/@-7.7939226,110.3652499,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5827b486d57b:0x3c0e9dec5b366c5f!8m2!3d-7.7939226!4d110.3652499!16s%2Fg%2F1ptyp443w?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Yu Djum,Rp 25–50 rb,4.3,3785,"Jl. Dagen No.2C, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",0851-0250-0500,,,-7.7939226,110.3652499,berat,gudeg
8,"https://www.google.com/maps/place/Gudeg+Bu+Slamet+Wijilan+1946/@-7.8045689,110.3667133,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57855651359f:0x3c44853a0a33d427!8m2!3d-7.8045689!4d110.3667133!16s%2Fg%2F1pzt0wdtq?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Bu Slamet Wijilan 1946,Rp 25–50 rb,4.5,328,"Jl. Wijilan No.17, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",0812-3394-2406,0812-3394-2406,"
0812-3394-2406",-7.8045689,110.3667133,berat,gudeg
9,"https://www.google.com/maps/place/MONUMEN+SENTRA+GUDEG+WIJILAN/@-7.8046095,110.3665543,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5776cd641b1d:0x512cff3753ed6494!8m2!3d-7.8046095!4d110.3665543!16s%2Fg%2F11tcrzlyqq?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",MONUMEN SENTRA GUDEG WIJILAN,Rp 25–50 rb,4.9,16,"Jl. Wijilan No.19-25, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",,"59W8+5J Panembahan, Kota Yogyakarta, Daerah Istimewa Yogyakarta","
59W8+5J Panembahan, Kota Yogyakarta, Daerah Istimewa Yogyakarta",-7.8046095,110.3665543,berat,gudeg
10,"https://www.google.com/maps/place/Gudeg+Pawon/@-7.805718,110.3901396,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57700347cb51:0xed0b575329f65c3d!8m2!3d-7.805718!4d110.3901396!16s%2Fg%2F1pzpwwrgk?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Pawon,Rp 25–50 rb,4.5,4257,"Jl. Prof. DR. Soepomo Sh UH/IV No.36, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55164",0822-3315-5497,,,-7.805718,110.3901396,berat,gudeg
11,"https://www.google.com/maps/place/Gudeg+Nyonya+Hj+Haryanto/@-7.8047145,110.366813,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57855f8d1fdb:0x90b7cfe87412226f!8m2!3d-7.8047145!4d110.366813!16s%2Fg%2F1hm2kthv0?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Nyonya Hj Haryanto,Rp 25–50 rb,4.6,70,"Jl. Wijilan No.11, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",,(0274) 379233,"
(0274) 379233",-7.8047145,110.366813,berat,gudeg
12,"https://www.google.com/maps/place/Gudeg+Bu+Slamet+Batikan+%EA%A6%92%EA%A6%B8%EA%A6%A3%EA%A6%BC%EA%A6%92%EA%A7%80%EA%A6%A7%EA%A6%B8%EA%A6%B1%EA%A7%80%EA%A6%AD%EA%A6%A9%EA%A6%BA%EA%A6%A0%EA%A7%80%EA%A6%A7%EA%A6%A0%EA%A6%B6%EA%A6%8F%EA%A6%A4%EA%A7%80/@-7.8135727,110.3829938,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5774268f70a7:0x1ee900c93bb4bde8!8m2!3d-7.8135727!4d110.3829938!16s%2Fg%2F11cjh_fddk?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Bu Slamet Batikan ꦒꦸꦣꦼꦒ꧀ꦧꦸꦱ꧀ꦭꦩꦺꦠ꧀ꦧꦠꦶꦏꦤ꧀,Rp 25–50 rb,4.4,511,"Jl. Batikan No.82, RT.08/RW.02, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161","Jl. Batikan No.82, RT.08/RW.02, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161",(0274) 374712,"
(0274) 374712",-7.8135727,110.3829938,berat,gudeg
13,"https://www.google.com/maps/place/Gudeg+Lesehan+Bu+Sastro/@-7.7917652,110.3667517,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5827c5f4910b:0x2a245d97e25d645c!8m2!3d-7.7917652!4d110.3667517!16s%2Fg%2F1pzxh22md?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Lesehan Bu Sastro,,4.4,290,"Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta",0813-2886-2389,"6958+7P Suryatmajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta","
6958+7P Suryatmajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta",-7.7917652,110.3667517,berat,gudeg
14,"https://www.google.com/maps/place/Gudeg+mbarek+Bu+Hj+Amad+PDHI+Alun2+Utara/@-7.8026596,110.3635171,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a578ee1b2e2b9:0x11a078ea5785be54!8m2!3d-7.8026596!4d110.3635171!16s%2Fg%2F11c2q32q1j?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg mbarek Bu Hj Amad PDHI Alun2 Utara,Rp 25–50 rb,4.3,810,"Jl. Alun-Alun Utara, Ngupasan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",0815-6842-6583,,,-7.8026596,110.3635171,berat,gudeg
15,"https://www.google.com/maps/place/Gudeg+Mercon+Mbak+Yuni/@-7.7825998,110.3617806,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a583b98154313:0x1fdf274f44c402ff!8m2!3d-7.7825998!4d110.3617806!16s%2Fg%2F11b7ttskc6?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Mercon Mbak Yuni,Rp 25–50 rb,4.3,1327,"Jl. Pangeran Diponegoro No.100, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",0877-3811-1197,,,-7.7825998,110.3617806,berat,gudeg
16,"https://www.google.com/maps/place/Gudeg+Nylenget+%22+Spesial+Gudeg+Koyor%22,+%EA%A7%8B%EA%A6%92%EA%A6%B8%EA%A6%A3%EA%A6%BC%EA%A6%92%EA%A7%80%EA%A6%9A%EA%A7%80%EA%A6%AD%EA%A6%BC%EA%A6%94%EA%A6%BC%EA%A6%A0%EA%A7%80%22%EA%A6%B1%EA%A7%80%EA%A6%A5%EA%A6%BA%EA%A6%B1%EA%A6%B6%EA%A6%AA%EA%A6%AD%EA%A7%80%EA%A6%92%EA%A6%B8%EA%A6%A3%EA%A6%BC%EA%A6%92%EA%A7%80%EA%A6%8F%EA%A6%BA%EA%A6%B4%EA%A6%AA%EA%A6%BA%EA%A6%B4%EA%A6%82%22+(hanya+buka+malam+hari)/@-7.79751,110.3578336,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57365e0779a5:0x13b311cda37e32c2!8m2!3d-7.79751!4d110.3578336!16s%2Fg%2F11r9gjnp51?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D","Gudeg Nylenget "" Spesial Gudeg Koyor"", ꧋ꦒꦸꦣꦼꦒ꧀ꦚ꧀ꦭꦼꦔꦼꦠ꧀""ꦱ꧀ꦥꦺꦱꦶꦪꦭ꧀ꦒꦸꦣꦼꦒ꧀ꦏꦺꦴꦪꦺꦴꦂ"" (hanya buka malam hari)",Rp 1–25.000,4.8,51,"Jl. Karel Sasuit Tubun, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261",0857-9933-4539,,,-7.79751,110.3578336,berat,gudeg
17,"https://www.google.com/maps/place/Gudeg+Jogja+Bu+Parto+Utomo/@-7.7875016,110.3533638,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a581815f19669:0x742b52a05e70ca23!8m2!3d-7.7875016!4d110.3533638!16s%2Fg%2F11bby3hjgx?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Jogja Bu Parto Utomo,Rp 1–25.000,4.6,314,"6963+X8X, Jl. HOS Cokroaminoto, Tegalrejo, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55244",0896-4904-9173,0896-4904-9173,"
0896-4904-9173",-7.7875016,110.3533638,berat,gudeg
18,"https://www.google.com/maps/place/Gudeg+Yu+Djum/@-7.8146559,110.3661064,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57bd21d497ed:0xf006548b6ed9775f!8m2!3d-7.8146559!4d110.3661064!16s%2Fg%2F11rlbh0twb?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Yu Djum,Rp 25–50 rb,4.1,235,"Jl. Mayjend Sutoyo No.60, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",,,,-7.8146559,110.3661064,berat,gudeg
19,"https://www.google.com/maps/place/Gudeg+Kulon+Tugu/@-7.7827809,110.3664737,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a583a78dbbb53:0x5f95e499966e8eef!8m2!3d-7.7827809!4d110.3664737!16s%2Fg%2F11b_2vd__y?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Kulon Tugu,Rp 1–25.000,4.5,246,"Jl. Pangeran Diponegoro No.14, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",,"6988+VH Gowongan, Kota Yogyakarta, Daerah Istimewa Yogyakarta","
6988+VH Gowongan, Kota Yogyakarta, Daerah Istimewa Yogyakarta",-7.7827809,110.3664737,berat,gudeg
20,"https://www.google.com/maps/place/Gudeg+Yu+Narni+Wijilan/@-7.8038971,110.3667094,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57247f4d2f43:0x81ebbde2775a7c3a!8m2!3d-7.8038971!4d110.3667094!16s%2Fg%2F11r4x8bwj6?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Yu Narni Wijilan,Rp 25–50 rb,4.3,47,"Jl. Wijilan No.1, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",0878-3870-3999,,,-7.8038971,110.3667094,berat,gudeg
21,"https://www.google.com/maps/place/Gudeg+Pincuk+Malioboro+Bu+Djati+%EA%A7%8B%EA%A6%92%EA%A6%B8%EA%A6%A3%EA%A6%BC%EA%A6%92%EA%A7%80%EA%A6%A5%EA%A6%B6%EA%A6%9A%EA%A7%80%EA%A6%95%EA%A6%B8%EA%A6%8F%EA%A7%80%EA%A6%A9%EA%A6%AD%EA%A6%B6%EA%A6%AA%EA%A6%A7%EA%A6%AB%EA%A6%A7%EA%A6%B8%EA%A6%A3%EA%A7%80%EA%A6%97%EA%A6%A0%EA%A6%B6/@-7.7986657,110.3640689,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5788f4b35677:0xa93a64894dbf5cd7!8m2!3d-7.7986657!4d110.3640689!16s%2Fg%2F11h9wk84hs?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Pincuk Malioboro Bu Djati ꧋ꦒꦸꦣꦼꦒ꧀ꦥꦶꦚ꧀ꦕꦸꦏ꧀ꦩꦭꦶꦪꦧꦫꦧꦸꦣ꧀ꦗꦠꦶ,Rp 1–25.000,4.5,156,"Teras Malioboro, Jl. Margo Mulyo No.28 1, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",0852-9043-5445,,,-7.7986657,110.3640689,berat,gudeg
22,"https://www.google.com/maps/place/Gudeg+Sagan/@-7.777918,110.3797758,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a59544224e1b5:0x365766c4d68021d9!8m2!3d-7.777918!4d110.3797758!16s%2Fg%2F11h_crwm60?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Sagan,Rp 25–50 rb,4.6,8319,"JL Prof. Dr Jl. Prof. Dr. Ir. Herman Johannes No.53, Samirono, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55223",0851-0044-3035,,,-7.777918,110.3797758,berat,gudeg
23,"https://www.google.com/maps/place/Warung+Makan+Gudeg+Yu+Tum/@-7.803141,110.363117,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a578ee3614911:0x78f8005fe975e504!8m2!3d-7.803141!4d110.363117!16s%2Fg%2F11c56b7v7l?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Warung Makan Gudeg Yu Tum,Rp 25–50 rb,4.4,240,"59W7+P6X, Jl. Alun-Alun Utara, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",0813-2873-5544,0813-2873-5544,"
0813-2873-5544",-7.803141,110.363117,berat,gudeg
24,"https://www.google.com/maps/place/Gudeg+Manggar+Bu+Tjondro/@-7.8149697,110.3558834,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57952390dbaf:0x86d4641b8aa1b8ae!8m2!3d-7.8149697!4d110.3558834!16s%2Fg%2F11c5wy51wy?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Manggar Bu Tjondro,Rp 25–50 rb,4.7,353,"Jalan Bantul No.32 Suryodiningratan, Gedongkiwo, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55142",0878-3976-5654,,,-7.8149697,110.3558834,berat,gudeg
25,"https://www.google.com/maps/place/Gudeg+Manggar+Ayam+Kampung+YU+SRI/@-7.8079961,110.3504966,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57ed93b744a3:0x8a1d7c34226d9865!8m2!3d-7.8079961!4d110.3504966!16s%2Fg%2F11c52bq2fq?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Manggar Ayam Kampung YU SRI,Rp 1–25.000,4.6,265,"Jl. Letjen S.Parman No.99, Patangpuluhan, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55251",0857-2709-5239,0857-2709-5239,"
0857-2709-5239",-7.8079961,110.3504966,berat,gudeg
26,"https://www.google.com/maps/place/Gudeg+Bu+Hj.+Amad/@-7.7658341,110.3793685,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a59b2534e6859:0x597d6119aad50a4b!8m2!3d-7.7658341!4d110.3793685!16s%2Fg%2F1hc3j11bh?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Bu Hj. Amad,Rp 25–50 rb,4.5,8634,"Jalan Kaliurang KM.4,5 Blok CT3 No.5, Jl. Kaliurang No.2, Kocoran, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,,,-7.7658341,110.3793685,berat,gudeg
27,"https://www.google.com/maps/place/Gudeg+Ceker+%26+Koyor+Bu+Sum+Tamansari/@-7.808224,110.3561371,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5792c244a6db:0xf33f3fbcc7f08c4e!8m2!3d-7.808224!4d110.3561371!16s%2Fg%2F11c1xcw63x?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Ceker & Koyor Bu Sum Tamansari,Rp 25–50 rb,4.4,372,"59R4+PF6, Notoprajan, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55142",0877-3889-7220,,,-7.808224,110.3561371,berat,gudeg
28,"https://www.google.com/maps/place/GUDEG+CEKER+MBOK+JOYO/@-7.8095118,110.3608203,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a579af980f0e9:0x2e17da83ac1e4383!8m2!3d-7.8095118!4d110.3608203!16s%2Fg%2F11bz0nrd11?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",GUDEG CEKER MBOK JOYO,Rp 1–25.000,4.6,224,"Jl. Tamanan No.265, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",0821-9619-4997,,,-7.8095118,110.3608203,berat,gudeg
29,"https://www.google.com/maps/place/Gudeg+Basah+Mbok+Mandeg/@-7.8257096,110.3674765,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57a547d182a1:0xcdc7d9b4eb52631b!8m2!3d-7.8257096!4d110.3674765!16s%2Fg%2F11bbx0t6c6?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Basah Mbok Mandeg,Rp 25–50 rb,4.4,1494,"Jalan Parangtritis Km. 2,5 no. 168A, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55172",0811-2804-858,,,-7.8257096,110.3674765,berat,gudeg
30,"https://www.google.com/maps/place/Gudeg+Song+Djie+(01)+Bu+Atmo/@-7.79874,110.352114,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57f505e04319:0x276511820718f902!8m2!3d-7.79874!4d110.352114!16s%2Fg%2F11b7vchtwy?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Song Djie (01) Bu Atmo,Rp 25–50 rb,4.3,313,"Jl. HOS Cokroaminoto No.31A, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253",0811-2656-057,,,-7.79874,110.352114,berat,gudeg
31,"https://www.google.com/maps/place/Gudeg+Mercon+Tetelan+Bu+Surtiyah/@-7.785966,110.3607477,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a59e661674067:0x6a50e8619d395709!8m2!3d-7.785966!4d110.3607477!16s%2Fg%2F11k4k3mj6c?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Mercon Tetelan Bu Surtiyah,Rp 1–25.000,5.0,47,"Jl. Sindunegaran No.12, Bumijo, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",0858-0128-7090,0858-0128-7090,"
0858-0128-7090",-7.785966,110.3607477,berat,gudeg
32,"https://www.google.com/maps/place/Nasi+Gudeg+Cukupan+Batas+Kota/@-7.7829955,110.3900534,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5941dba99475:0x63149369d41427a4!8m2!3d-7.7829955!4d110.3900534!16s%2Fg%2F11qbjhvg3s?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Nasi Gudeg Cukupan Batas Kota,Rp 25–50 rb,3.9,89,"Jl. Laksda Adisucipto No.43, Demangan, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55221",,"698R+R2 Demangan, Kota Yogyakarta, Daerah Istimewa Yogyakarta","
698R+R2 Demangan, Kota Yogyakarta, Daerah Istimewa Yogyakarta",-7.7829955,110.3900534,berat,gudeg
33,"https://www.google.com/maps/place/Gudeg+Basah+Bu+Yanto/@-7.8096248,110.3664298,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57909b3ed92d:0x760d854be5844984!8m2!3d-7.8096248!4d110.3664298!16s%2Fg%2F11b6_d8k04?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Basah Bu Yanto,Rp 1–25.000,4.5,196,"59R8+5H3, Jl. Suryoputran, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",0858-6823-5163,0858-6823-5163,"
0858-6823-5163",-7.8096248,110.3664298,berat,gudeg
34,"https://www.google.com/maps/place/Gudeg+Yu+Menil+%EA%A7%8B%EA%A6%92%EA%A6%B8%EA%A6%A3%EA%A6%BC%EA%A6%92%EA%A7%80%EA%A6%AA%EA%A6%B8%EA%A6%A9%EA%A6%BC%EA%A6%A4%EA%A6%B6%EA%A6%AD%EA%A7%80/@-7.8009399,110.3716953,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a57841e06fb0b:0x884784329803b7b3!8m2!3d-7.8009399!4d110.3716953!16s%2Fg%2F11b6_knsrx?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Yu Menil ꧋ꦒꦸꦣꦼꦒ꧀ꦪꦸꦩꦼꦤꦶꦭ꧀,Rp 1–25.000,4.8,59,"59XC+JMG, Jl. Beji, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55166",,,,-7.8009399,110.3716953,berat,gudeg
35,"https://www.google.com/maps/place/Gudeg+Jogja/@-7.8018854,110.3687262,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a5785e83e4577:0xa6895abfee8caf04!8m2!3d-7.8018854!4d110.3687262!16s%2Fg%2F11b6213jv4?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoASAFQAw%3D%3D",Gudeg Jogja,,4.2,113,"59X9+6FX, Jl. Panembahan Senopati, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121",,,,-7.8018854,110.3687262,berat,gudeg
